word,documents,data
«ΦΥΣΙΚΗ,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Άρθρων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Άσκηση,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Έκθεση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Έρευνα,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Έρευνας,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Έρευνες,1,"[['httpsmy.auth.gr.txt', 1]]"
Όλες,1,"[['httpsmy.auth.gr.txt', 1]]"
Όραμα,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Όργανα,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Α.Π.Θ.,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
"Α.Π.Θ.,",3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Α.Π.Θ.:,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ΑΚΑΔΗΜΑΪΚΟ,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
ΑΠΘ,2,"[['httpsmy.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 6]]"
"ΑΠΘ,",3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
ΑΠΘ...,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
ΑΠΘΠερνώντας,4,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3], ['httpswww.auth.gren.txt', 2]]"
ΑΡΙΣΤΟΤΕΛΕΙΟ,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Αιτήσεις,1,"[['httpsmy.auth.gr.txt', 3]]"
Ακαδημαϊκό,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Ακαδημαϊκών,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Αναγνώσιμη,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Αναγόρευση,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Αναδρομή,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Αναζήτηση,4,"[['httpauth.gr#primary.txt', 20], ['httpauth.gr.txt', 20], ['httpswww.auth.gr.txt', 20], ['httpswww.auth.gren.txt', 12]]"
Ανακοινώσεις,4,"[['httpauth.gr#primary.txt', 10], ['httpauth.gr.txt', 10], ['httpswww.auth.gr.txt', 10], ['httpswww.auth.gren.txt', 3]]"
Ανασκαφές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Ανοίξτε,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Ανοιχτόχρωμο,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Αντίθεση,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Αποκατάστασης,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Αποστολή,3,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17]]"
Αποφοίτων,4,"[['httpauth.gr#primary.txt', 11], ['httpauth.gr.txt', 11], ['httpswww.auth.gr.txt', 11], ['httpswww.auth.gren.txt', 6]]"
Απριλίου,3,"[['httpauth.gr#primary.txt', 9], ['httpauth.gr.txt', 9], ['httpswww.auth.gr.txt', 9]]"
Αριστοτέλειο,4,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpsmy.auth.gr.txt', 3], ['httpswww.auth.gr.txt', 15]]"
Αρνητική,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Αρχές,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Αρχαιολογικές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Αρχεία,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Αρχείο,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Ασφάλεια,1,"[['httpsmy.auth.gr.txt', 1]]"
Αυγούστου,3,"[['httpauth.gr#primary.txt', 40], ['httpauth.gr.txt', 40], ['httpswww.auth.gr.txt', 40]]"
Αυτός,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
Αύγουστο,3,"[['httpauth.gr#primary.txt', 8], ['httpauth.gr.txt', 8], ['httpswww.auth.gr.txt', 8]]"
Αύξηση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Βίου,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
"Βαλκάνια,",3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Βιβλιοθήκη,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
Βιβλιοθήκης,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Βρείτε,1,"[['httpsmy.auth.gr.txt', 1]]"
Γ.,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ΓΙΑ,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ΓΡΗΓΟΡΗ,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
Γκρι,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Γλωσσών,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Γλώσσας,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Γραφείο,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
ΔΕΠ,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Δήλωση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Δανεισμός,1,"[['httpsmy.auth.gr.txt', 1]]"
Δείκτες,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Δεδομένα,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Δελτία,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
"Δημοκρατίας,",3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Δημοκρατίας...,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Διά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Διαγωνισμοί,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Διαδικασία,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Διαδικτυακές,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Διακυβέρνησης,1,"[['httpsmy.auth.gr.txt', 2]]"
Διαμορφώστε,1,"[['httpsmy.auth.gr.txt', 1]]"
Διασφάλισης,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Διασύνδεσης,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Διδάκτορα,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Διδασκαλίας,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Διεθνή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
"Δικτύων,",3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Διοίκηση,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Διοικητικές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Διπλώματος,3,"[['httpauth.gr#primary.txt', 9], ['httpauth.gr.txt', 9], ['httpswww.auth.gr.txt', 9]]"
ΕΑΔΠ-ΑΠΘ,3,"[['httpauth.gr#primary.txt', 22], ['httpauth.gr.txt', 22], ['httpswww.auth.gr.txt', 22]]"
ΕΙΣΑΓΩΓΗ,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
ΕΤΟΣ,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Είσοδος,1,"[['httpsmy.auth.gr.txt', 3]]"
Εβδομάδα,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Εγκαταστάσεις,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Εγχειρίδια,1,"[['httpsmy.auth.gr.txt', 1]]"
Εκδήλωσης,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Εκδηλώσεις,4,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6], ['httpswww.auth.gren.txt', 1]]"
Εκλογές,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Εκπαίδευση,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Εκπαιδευτικά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Εκπαιδευτικές,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Εκτός,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
Ελληνικής,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Ενδιαφέροντος,3,"[['httpauth.gr#primary.txt', 9], ['httpauth.gr.txt', 9], ['httpswww.auth.gr.txt', 9]]"
Ενώσεις,4,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6], ['httpswww.auth.gren.txt', 1]]"
Επίτιμη,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Επανάστασης,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Επαναφορά,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Επιδόσεων,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
Επικαιροτητα,3,"[['httpauth.gr#primary.txt', 36], ['httpauth.gr.txt', 36], ['httpswww.auth.gr.txt', 36]]"
Επικοινωνία,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpsmy.auth.gr.txt', 3], ['httpswww.auth.gr.txt', 2]]"
Επικοινωνιών,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Επιλέξτε,1,"[['httpsmy.auth.gr.txt', 1]]"
Επιμόρφωσης,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Επιστημονικές,1,"[['httpsmy.auth.gr.txt', 1]]"
Επιτροπές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Επιτροπή,5,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpsmy.auth.gr.txt', 1], ['httpswww.auth.gr.txt', 6], ['httpswww.auth.gren.txt', 3]]"
Επιτροπής,4,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4], ['httpswww.auth.gren.txt', 3]]"
Εργαλεία,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Εργαστήρια,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Ερευνητικά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Ερευνών,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Εσωτερικού,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Εσωτερικός,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Ευρωπαϊκά,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Ευρωπαϊκό,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Η/Υ,1,"[['httpsmy.auth.gr.txt', 1]]"
Ηλεκτρονικής,1,"[['httpsmy.auth.gr.txt', 1]]"
Ηλεκτρονικό,1,"[['httpsmy.auth.gr.txt', 1]]"
Ημέρα,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Ημερίδες,3,"[['httpauth.gr#primary.txt', 14], ['httpauth.gr.txt', 14], ['httpswww.auth.gr.txt', 14]]"
Ημερολόγιο,3,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17]]"
ΘΕΣΣΑΛΟΝΙΚΗΣ,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
Θέματα,1,"[['httpsmy.auth.gr.txt', 3]]"
Θεοδωρ...,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Θεσσαλονίκης,4,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpsmy.auth.gr.txt', 2], ['httpswww.auth.gr.txt', 3]]"
Θεσσαλονίκης.,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Ιουλίου,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Ιουνίου,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Ιστορική,3,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17]]"
Ιστορικό,1,"[['httpsmy.auth.gr.txt', 1]]"
Ιστοσελίδα,4,"[['httpauth.gr#primary.txt', 16], ['httpauth.gr.txt', 16], ['httpswww.auth.gr.txt', 16], ['httpswww.auth.gren.txt', 5]]"
Ιστοχώροι,1,"[['httpsmy.auth.gr.txt', 3]]"
ΚΑΙ,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Κάρτες,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Κέντρα,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Κέντρο,4,"[['httpauth.gr#primary.txt', 9], ['httpauth.gr.txt', 9], ['httpsmy.auth.gr.txt', 3], ['httpswww.auth.gr.txt', 9]]"
Κέντρου,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Καθηγητή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Κανονισμός,4,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpsmy.auth.gr.txt', 1], ['httpswww.auth.gr.txt', 3]]"
Καραντίνα,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Κατερίνας,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Κατηγορία,1,"[['httpsmy.auth.gr.txt', 1]]"
Κεντρική,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Κινηματογράφου,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Κλίμακα,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Κλινικές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Κοσμητόρων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
"Κτηνιατρικής),",3,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17]]"
Κυριακή,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Λέσχης,4,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1], ['httpswww.auth.gren.txt', 1]]"
Λειτουργία,3,"[['httpauth.gr#primary.txt', 30], ['httpauth.gr.txt', 30], ['httpswww.auth.gr.txt', 30]]"
Λειτουργούν,3,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpswww.auth.gr.txt', 17]]"
Λογισμικό,1,"[['httpsmy.auth.gr.txt', 1]]"
Λογότυπος,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ΜΟΔΙΠ,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Μάθησης,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Μήνυμα,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Μίκη,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Μαΐου,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Μείωση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Μελέτη,3,"[['httpauth.gr#primary.txt', 12], ['httpauth.gr.txt', 12], ['httpswww.auth.gr.txt', 12]]"
Μενού,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
Μετάβαση,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Μεταπτυχιακές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Μια,1,"[['httpsmy.auth.gr.txt', 1]]"
Μονάδες,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Μονάδων,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Μουσεία,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Μπορείτε,1,"[['httpsmy.auth.gr.txt', 3]]"
Νέας,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Νικολάου,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Νομική,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Ξένων,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ΟΑΣΘ,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
ΟΙΚΟ-ΑΠΘ,3,"[['httpauth.gr#primary.txt', 21], ['httpauth.gr.txt', 21], ['httpswww.auth.gr.txt', 21]]"
Οδηγοί,1,"[['httpsmy.auth.gr.txt', 1]]"
"Οδοντιατρικής,",3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Οπτικοακουστικό,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
ΠΑΝΕΠΙΣΤΗΜΙΟ,3,"[['httpauth.gr#primary.txt', 7], ['httpauth.gr.txt', 7], ['httpswww.auth.gr.txt', 7]]"
ΠΔ,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ΠΜΣ,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
ΠΡΟΣΒΑΣΗΣχολές,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2], ['httpswww.auth.gren.txt', 2]]"
ΠΡΟΣΚΛΗΣΗ,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Παγκόσμια,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Πανεπιστήμιο,4,"[['httpauth.gr#primary.txt', 8], ['httpauth.gr.txt', 8], ['httpsmy.auth.gr.txt', 2], ['httpswww.auth.gr.txt', 8]]"
Πανεπιστημίου,3,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpswww.auth.gr.txt', 15]]"
Πανεπιστημιακά,3,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpswww.auth.gr.txt', 15]]"
Πανεπιστημιακές,3,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpswww.auth.gr.txt', 15]]"
Πανόραμα,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
"Παπαϊωάννου,",3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Παράρτημα,3,"[['httpauth.gr#primary.txt', 15], ['httpauth.gr.txt', 15], ['httpswww.auth.gr.txt', 15]]"
Παροχές,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
Περιβάλλοντος...,3,"[['httpauth.gr#primary.txt', 5], ['httpauth.gr.txt', 5], ['httpswww.auth.gr.txt', 5]]"
Περισσότερα,3,"[['httpauth.gr#primary.txt', 1], ['httpauth.gr.txt', 1], ['httpswww.auth.gr.txt', 1]]"
Πιστοποίηση,3,"[['httpauth.gr#primary.txt', 16], ['httpauth.gr.txt', 16], ['httpswww.auth.gr.txt', 16]]"
Πιστωτικών,3,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Πληροφορικής,3,"[['httpauth.gr#primary.txt', 4], ['httpauth.gr.txt', 4], ['httpswww.auth.gr.txt', 4]]"
Πληροφόρησης,3,"[['httpauth.gr#primary.txt', 6], ['httpauth.gr.txt', 6], ['httpswww.auth.gr.txt', 6]]"
Ποιότητας,4,"[['httpauth.gr#primary.txt', 17], ['httpauth.gr.txt', 17], ['httpsmy.auth.gr.txt', 5], ['httpswww.auth.gr.txt', 17]]"
Πολιτική,4,"[['httpauth.gr#primary.txt', 2], ['httpauth.gr.txt', 2], ['httpsmy.auth.gr.txt', 2], ['httpswww.auth.gr.txt', 2]]"
Πολιτισμός,3,"[['httpauth.gr#primary.txt', 3], ['httpauth.gr.txt', 3], ['httpswww.auth.gr.txt', 3]]"
